Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
111310,"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH",1960 HIGHWAY 247 CONNECTOR,BYRON,GA,"AAA31008",PEACH,(478) 654-2000,Critical Access Hospitals,Government - Hospital District or Authority,true,true,4,NULL,0,NULL,NULL,5,1,NULL,0,NULL,NULL,5,0,NULL,0,NULL,POINT (-83.758449 32.606568)
050684,MENIFEE GLOBAL MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,"AAA92585",RIVERSIDE,(951) 679-8888,Acute Care Hospitals,Physician,false,true,1,NULL,0,NULL,0,NULL,0,NULL,-1,NULL,0,NULL,-1,NULL,NULL,5
454011,SAN ANTONIO STATE HOSPITAL,6711 S NEW BRAUNFELS AVE,SAN ANTONIO,TX,"AAA78223",BEXAR,(210) 531-7711,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-98.449734 29.36095)
170110,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,415 N MAIN STREET,ULYSSES,KS,"AAA67880",GRANT,(620) 356-1266,Acute Care Hospitals,Proprietary,true,true,3,NULL,NULL,5,NULL,5,0,NULL,NULL,16,0,NULL,1,NULL,NULL,16,POINT (-101.358013 37.583NULL2)
360123,UH ST JOHN MEDICAL CENTER,29000 CENTER RIDGE ROAD,WESTLAKE,OH,"AAA44145",CUYAHOGA,(440) 835-8000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-81.940704 41.435854)
034029,OASIS BEHAVIORAL HEALTH HOSPITAL,2190 NORTH GRACE BOULEVARD,CHANDLER,AZ,"AAA85225",MARICOPA,(480) 917-9301,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-111.847133 33.339037)
060032,ROSE MEDICAL CENTER,4567 E 9TH AVE,DENVER,CO,"AAA80220",DENVER,(303) 320-2121,Acute Care Hospitals,Proprietary,true,true,5,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-104.934011 39.731076)
264005,SOUTHEAST MISSOURI MENTAL HLTH CTR,1010 WEST COLUMBIA STREET,FARMINGTON,MO,"AAA63640",ST. FRANCOIS,(573) 218-6792,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-90.434904 37.775501)
450587,BROWNWOOD REGIONAL MEDICAL CENTER,1501 BURNET DR,BROWNWOOD,TX,"AAA76801",BROWN,(325) 646-8541,Acute Care Hospitals,Proprietary,true,true,2,NULL,0,NULL,-1,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,POINT (-98.988158 31.680211)
014018,UNITY PSYCHIATRIC CARE - HUNTSVILLE,"5315 MILLENIUM DRIVE, NW",HUNTSVILLE,AL,"AAA35806",MADISON,(256) 964-6700,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-86.665857 34.753942)
141332,HILLSBORO AREA HOSPITAL,1200 E TREMONT STREET,HILLSBORO,IL,"AAA62049",MONTGOMERY,(217) 532-6111,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,NULL,16,0,NULL,NULL,16,NULL,5,0,NULL,0,NULL,POINT (-89.481508 39.153672)
460026,SEVIER VALLEY HOSPITAL,1000 NORTH MAIN STREET,RICHFIELD,UT,"AAA84701",SEVIER,(435) 893-4100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,NULL,5,NULL,5,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-112.084663 38.783275)
051320,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,SUSANVILLE,CA,"AAA96130",LASSEN,(530) 252-2000,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,NULL,5,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-120.627429 40.438197)
100006,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,52 W UNDERWOOD ST,ORLANDO,FL,"AAA32806",ORANGE,(321) 843-8000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,1,NULL,POINT (-81.378203 28.526925)
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,"AAA14215",ERIE,(716) 898-3936,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,1,NULL,1,NULL,0,NULL,-1,NULL,-1,NULL,0,NULL,POINT (-78.829151 42.927236)
370006,ALLIANCEHEALTH PONCA CITY,1900 NORTH 14TH STREET,PONCA CITY,OK,"AAA74601",KAY,(580) 765-3301,Acute Care Hospitals,Proprietary,true,NULL,3,NULL,0,NULL,1,NULL,-1,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-97.067281 36.724088)
171354,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",120 WEST 8TH STREET,ONAGA,KS,"AAA66521",POTTAWATOMIE,(785) 889-4272,Critical Access Hospitals,Government - Hospital District or Authority,true,true,4,NULL,0,NULL,NULL,16,1,NULL,NULL,16,NULL,5,1,NULL,0,NULL,POINT (-96.170861 39.495155)
290056,ORTHOPEDIC SPECIALTY HOSPITAL OF NEVADA,8656 WEST PATRICK LANE,LAS VEGAS,NV,"AAA89148",CLARK,(702) 777-7100,Acute Care Hospitals,Voluntary non-profit - Private,false,NULL,NULL,16,NULL,16,NULL,5,NULL,5,-1,NULL,NULL,5,NULL,16,NULL,16,POINT (-115.281036 36.077811)
510024,MONONGALIA COUNTY GENERAL HOSPITAL,1200 JD ANDERSON DRIVE,MORGANTOWN,WV,"AAA26505",MONONGALIA,(304) 598-1200,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,4,NULL,0,NULL,1,NULL,-1,NULL,1,NULL,-1,NULL,0,NULL,-1,NULL,POINT (-79.94639 39.66262)
140137,GREENVILLE REGIONAL HOSPITAL,200 HEALTH CARE DR,GREENVILLE,IL,"AAA62246",BOND,(618) 664-1230,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,NULL,5,0,NULL,0,NULL,-1,NULL,1,NULL,NULL,5,POINT (-89.408677 38.90188)
230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,"AAA48154",WAYNE,(734) 655-4800,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,-1,NULL,0,NULL,POINT (-83.404577 42.39657)
241329,LAKEWOOD HEALTH SYSTEM,49725 COUNTY ROAD 83,STAPLES,MN,"AAA56479",TODD,(218) 894-1515,Critical Access Hospitals,Voluntary non-profit - Other,true,true,4,NULL,NULL,5,NULL,5,-1,NULL,1,NULL,NULL,5,1,NULL,NULL,5,POINT (-94.748393 46.350869)
050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,"AAA94598",CONTRA COSTA,(925) 939-3000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,5,NULL,1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,-1,NULL,1,NULL,POINT (-122.042071 37.914297)
110130,IRWIN COUNTY HOSPITAL,710 N IRWIN AVENUE,OCILLA,GA,"AAA31774",IRWIN,(229) 468-3845,Acute Care Hospitals,Government - Hospital District or Authority,false,NULL,NULL,16,NULL,16,NULL,5,NULL,16,NULL,16,0,NULL,1,NULL,NULL,5,POINT (-83.250331 31.602797)
6700NULL,EMIL J FREIREICH CANCER CENTER,9201 PINECROFT,SHENANDOAH,TX,"AAA77380",MONTGOMERY,(855) 353-2201,Acute Care Hospitals,Proprietary,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-95.4562NULL 30.174833)
053311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,2425 STOCKTON BOULEVARD,SACRAMENTO,CA,"AAA95817",SACRAMENTO,(916) 453-2000,Childrens,Voluntary non-profit - Private,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-121.456269 38.552NULL3)
171303,LANE COUNTY HOSPITAL,235 WEST VINE  PO BOX 969,DIGHTON,KS,"AAA67839",LANE,(620) 397-5321,Critical Access Hospitals,Government - Hospital District or Authority,true,true,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16
650001,GUAM MEMORIAL HOSPITAL AUTHORITY,85O GOV CARLOS G CAMACHO ROAD,TAMUNING,GU,"AAA96913",GUAM,(671) 647-2552,Acute Care Hospitals,Government - Local,true,NULL,NULL,16,0,NULL,NULL,16,-1,NULL,NULL,16,NULL,5,NULL,5,NULL,5
140001,GRAHAM HOSPITAL ASSOCIATION,210 WEST WALNUT STREET,CANTON,IL,"AAA61520",FULTON,(309) 647-5240,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,0,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-90.038115 40.553293)
471300,GRACE COTTAGE HOSPITAL,PO BOX 216,TOWNSHEND,VT,"AAA05353",WINDHAM,(802) 365-7920,Critical Access Hospitals,Voluntary non-profit - Private,true,NULL,NULL,16,NULL,5,NULL,5,NULL,5,NULL,16,NULL,5,0,NULL,NULL,5
100316,PALM BAY HOSPITAL,"1425 MALABAR RD, NE",PALM BAY,FL,"AAA32907",BREVARD,(321) 434-8000,Acute Care Hospitals,Proprietary,true,true,4,NULL,0,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-80.61208 27.NULL833)
360247,"WOODS AT PARKSIDE,THE",349 OLDE RIDENOUR ROAD,COLUMBUS,OH,"AAA43230",FRANKLIN,(614) 471-2552,Acute Care Hospitals,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-82.881156 40.02682)
361327,COMMUNITY HOSPITALS AND WELLNESS CENTERS,909 EAST SNYDER AVENUE,MONTPELIER,OH,"AAA43543",WILLIAMS,(419) 485-3154,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,16,POINT (-84.595516 41.589321)
240057,ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,"AAA55407",HENNEPIN,(612) 863-4457,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-93.262248 44.951954)
281355,OGALLALA COMMUNITY HOSPITAL,2601 NORTH SPRUCE ST,OGALLALA,NE,"AAA69153",KEITH,(308) 284-4011,Critical Access Hospitals,Government - Hospital District or Authority,true,true,NULL,16,0,NULL,NULL,16,0,NULL,NULL,16,NULL,5,NULL,5,NULL,5,POINT (-101.720447 41.150177)
351319,PEMBINA COUNTY MEMORIAL HOSPITAL,BOX 380,CAVALIER,ND,"AAA58220",PEMBINA,(701) 265-8461,Critical Access Hospitals,Voluntary non-profit - Private,true,NULL,3,NULL,0,NULL,NULL,16,0,NULL,NULL,16,NULL,5,1,NULL,NULL,5
200034,ST MARY'S REGIONAL MEDICAL CENTER,93 CAMPUS AVENUE - PO BOX 291,LEWISTON,ME,"AAA04243",ANDROSCOGGIN,(207) 777-8100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,0,NULL,0,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-70.198216 44.101414)
361325,GALION COMMUNITY HOSPITAL,269 PORTLAND WAY SOUTH,GALION,OH,"AAA44833",CRAWFORD,(419) 468-4841,Critical Access Hospitals,Voluntary non-profit - Church,false,true,3,NULL,0,NULL,NULL,5,1,NULL,0,NULL,NULL,5,0,NULL,0,NULL,POINT (-82.803296 40.731143)
154047,MICHIANA BEHAVIORAL HEALTH CENTER,1800 N OAK RD,PLYMOUTH,IN,"AAA46563",MARSHALL,(574) 936-3784,Psychiatric,Voluntary non-profit - Other,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-86.328842 41.356283)
110100,JEFFERSON HOSPITAL,1067 PEACHTREE ST,LOUISVILLE,GA,"AAA30434",JEFFERSON,(478) 625-7000,Acute Care Hospitals,Government - Hospital District or Authority,true,true,4,NULL,NULL,5,NULL,5,1,NULL,NULL,16,0,NULL,1,NULL,NULL,5,POINT (-82.404384 33.00976)
100289,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,WESTON,FL,"AAA33331",BROWARD,(954) 689-5000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,0,NULL,-1,NULL,-1,NULL,1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-80.365467 26.080401)
060024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,12605 E 16TH AVE,AURORA,CO,"AAA80045",ADAMS,(720) 848-0000,Acute Care Hospitals,Government - Hospital District or Authority,true,true,4,NULL,1,NULL,-1,NULL,1,NULL,1,NULL,0,NULL,-1,NULL,1,NULL,POINT (-104.841275 39.741364)
050548,FAIRVIEW DEVELOPMENTAL CENTER,2501 HARBOR BOULEVARD,COSTA MESA,CA,"AAA92626",ORANGE,(714) 957-5000,Acute Care Hospitals,Government - Local,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-117.919267 33.664912)
111303,JASPER MEMORIAL HOSPITAL,898 COLLEGE STREET,MONTICELLO,GA,"AAA31064",JASPER,(706) 468-6411,Critical Access Hospitals,Government - Local,true,true,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,5,0,NULL,NULL,5,POINT (-83.686877 33.313982)
150035,PORTER REGIONAL HOSPITAL,85 EAST US HWY 6,VALPARAISO,IN,"AAA46383",PORTER,(219) 983-8300,Acute Care Hospitals,Proprietary,true,true,4,NULL,0,NULL,1,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,POINT (-87.051316 41.55007)
131318,VALOR HEALTH,1202 EAST LOCUST STREET,EMMETT,ID,"AAA83617",GEM,(208) 365-3561,Critical Access Hospitals,Government - Local,true,true,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,5,0,NULL,NULL,5,POINT (-116.485255 43.879078)
241345,MAYO CLINIC HEALTH SYSTEM-WASECA,501 NORTH STATE STREET,WASECA,MN,"AAA56093",WASECA,(507) 835-1210,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,5,1,NULL,NULL,5,POINT (-93.507297 44.081525)
444008,WESTERN MENTAL HEALTH INSTITUTE,11100 OLD HWY 64 WEST,BOLIVAR,TN,"AAA38008",HARDEMAN,(731) 228-2000,Psychiatric,Government - Local,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-89.026473 35.277768)
241362,CENTRACARE HEALTH - MONTICELLO,1013 HART BOULEVARD,MONTICELLO,MN,"AAA55362",WRIGHT,(763) 295-2945,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,5,NULL,5,NULL,5,1,NULL,0,NULL,1,NULL,NULL,5,POINT (-93.779107 45.30017)
140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,"AAA60640",COOK,(773) 878-8700,Acute Care Hospitals,Proprietary,true,true,1,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-87.648898 41.966521)
320074,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,ALBUQUERQUE,NM,"AAA87114",BERNALILLO,(505) 727-2001,Acute Care Hospitals,Proprietary,true,NULL,4,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,NULL,5,POINT (-106.675974 35.207508)
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,"AAA64132",JACKSON,(816) 276-4000,Acute Care Hospitals,Proprietary,true,true,2,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,1,NULL,1,NULL,1,NULL,POINT (-94.558731 39.007169)
360064,MH ST ELIZABETH YOUNGSTOWN HOSPITAL,1044 BELMONT AVENUE,YOUNGSTOWN,OH,"AAA44501",MAHONING,(330) 480-3962,Acute Care Hospitals,Voluntary non-profit - Church,true,true,3,NULL,1,NULL,0,NULL,-1,NULL,-1,NULL,1,NULL,-1,NULL,0,NULL,POINT (-80.65571 41.114321)
144034,BHC STREAMWOOD HOSPITAL INC,1400 E IRVING PARK ROAD,STREAMWOOD,IL,"AAA60107",COOK,(630) 837-9000,Psychiatric,Proprietary,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-88.152762 42.007928)
061303,EAST MORGAN COUNTY HOSPITAL,2400 WEST EDISON STREET,BRUSH,CO,"AAA80723",MORGAN,(970) 842-6222,Critical Access Hospitals,Government - Hospital District or Authority,true,true,3,NULL,0,NULL,NULL,16,1,NULL,NULL,16,NULL,5,NULL,5,0,NULL,POINT (-103.649178 40.254738)
520102,AURORA LAKELAND MEDICAL CENTER,W3985 COUNTY ROAD NN,ELKHORN,WI,"AAA53121",WALWORTH,(262) 741-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-88.496322 42.662615)
230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,"AAA48109",WASHTENAW,(734) 764-1505,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,1,NULL,1,NULL,-1,NULL,1,NULL,0,NULL,-1,NULL,1,NULL,POINT (-83.72904 42.28534)
371310,"MERCY HOSPITAL HEALDTON, INC.",3462 HOSPITAL RD,HEALDTON,OK,"AAA73438",CARTER,(580) 229-0701,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,5,NULL,5,NULL,5,POINT (-97.492178 34.222NULL1)
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,11130 PARKVIEW CIRCLE DR,FORT WAYNE,IN,"AAA46845",ALLEN,(260) 672-4050,Acute Care Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,5,NULL,5,1,NULL,NULL,5,NULL,16,NULL,5,POINT (-85.103292 41.188662)
150184,ST VINCENT NEIGHBORHOOD HOSPITAL,9613 EAST US HIGHWAY 36,AVON,IN,"AAA46123",HENDRICKS,(317) 703-1NULL9,Acute Care Hospitals,Proprietary,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-86.353828 39.763511)
271330,STILLWATER BILLINGS CLINIC,710 N 11TH ST,COLUMBUS,MT,"AAA59019",STILLWATER,(406) 322-5316,Critical Access Hospitals,Voluntary non-profit - Private,true,NULL,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,5,1,NULL,NULL,16,POINT (-109.243178 45.642686)
144040,CHICAGO BEHAVIORAL HOSPITAL,555 WILSON LANE,DES PLAINES,IL,"AAA60016",COOK,(847) 768-5430,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-87.879073 42.044727)
450447,NAVARRO REGIONAL HOSPITAL,3201 WEST HIGHWAY 22,CORSICANA,TX,"AAA75110",NAVARRO,(903) 654-6800,Acute Care Hospitals,Government - Hospital District or Authority,true,true,3,NULL,0,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-96.503582 32.085083)
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,BARRINGTON,IL,"AAA60010",LAKE,(847) 381-9600,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,NULL,1,NULL,-1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,POINT (-88.177959 42.193415)
241311,RIDGEVIEW SIBLEY MEDICAL CENTER,601 WEST CHANDLER,ARLINGTON,MN,"AAA55307",SIBLEY,(507) 964-8415,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,5,0,NULL,NULL,16,POINT (-94.084631 44.609782)
271339,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,"1010 SOUTH 7650 EAST, POST OFFICE BOX 9",CROW AGENCY,MT,"AAA59022",BIG HORN,(406) 638-2626,Critical Access Hospitals,Government - Federal,true,NULL,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,16,NULL,16,NULL,16
250077,WAYNE GENERAL HOSPITAL,950 MATTHEW DR,WAYNESBORO,MS,"AAA39367",WAYNE,(601) 735-5151,Acute Care Hospitals,Government - Local,true,true,3,NULL,0,NULL,NULL,5,0,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-88.633312 31.673601)
310060,ST LUKE'S WARREN HOSPITAL,185 ROSEBERRY ST,PHILLIPSBURG,NJ,"AAA08865",WARREN,(908) 847-6700,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,NULL,1,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-75.179608 40.701628)
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,IL,"AAA60160",COOK,(708) 681-3200,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,0,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-87.841101 41.908342)
340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,"AAA28328",SAMPSON,(910) 592-8511,Acute Care Hospitals,Government - Local,true,true,3,NULL,0,NULL,0,NULL,1,NULL,0,NULL,-1,NULL,-1,NULL,0,NULL,POINT (-78.323635 35.007783)
394027,FAIRMOUNT BEHAVIORAL HEALTH SYSTEM,561 FAIRTHORNE AVENUE,PHILADELPHIA,PA,"AAA19128",PHILADELPHIA,(215) 487-4000,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-75.222714 40.043063)
210003,UMD PRINCE GEORGE'S HOSPITAL CTR,3001 HOSPITAL DRIVE,CHEVERLY,MD,"AAA20785",PRINCE GEORGES,(301) 618-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,NULL,0,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-76.922638 38.930923)
281322,ST FRANCIS MEMORIAL HOSPITAL,430 NORTH MONITOR ST,WEST POINT,NE,"AAA68788",CUMING,(402) 372-2404,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,NULL,NULL,5,NULL,5,0,NULL,1,NULL,NULL,5,1,NULL,NULL,5,POINT (-96.706763 41.842945)
231310,SCHEURER HOSPITAL,170 N CASEVILLE RD,PIGEON,MI,"AAA48755",HURON,(989) 453-3223,Critical Access Hospitals,Voluntary non-profit - Other,true,true,5,NULL,NULL,5,NULL,5,1,NULL,1,NULL,NULL,5,1,NULL,0,NULL,POINT (-83.279517 43.834329)
171360,LINCOLN COUNTY HOSPITAL,624 N SECOND,LINCOLN,KS,"AAA67455",LINCOLN,(785) 524-4403,Critical Access Hospitals,Government - Local,false,true,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,5,1,NULL,NULL,16,POINT (-98.14437 39.045175)
130071,ST LUKE'S NAMPA MEDICAL CENTER,9850 W ST LUKES DRIVE STE 250,NAMPA,ID,"AAA83687",CANYON,(208) 505-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,4,NULL,NULL,5,NULL,5,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-116.590734 43.616618)
500030,ST JOSEPH HOSPITAL,2901 SQUALICUM PARKWAY,BELLINGHAM,WA,"AAA98225",WHATCOM,(360) 734-5400,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,NULL,0,NULL,0,NULL,1,NULL,0,NULL,0,NULL,-1,NULL,1,NULL,POINT (-122.474878 48.772278)
520070,MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,1221 WHIPPLE ST,EAU CLAIRE,WI,"AAA54703",EAU CLAIRE,(715) 838-3311,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-91.51354 44.812055)
110192,EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,"AAA30078",GWINNETT,(770) 736-2498,Acute Care Hospitals,Proprietary,true,true,2,NULL,0,NULL,0,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-84.019645 33.877259)
054074,ADVENTIST HEALTH VALLEJO,525 OREGON ST,VALLEJO,CA,"AAA94590",SOLANO,(707) 648-2200,Psychiatric,Voluntary non-profit - Private,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-122.2490NULL 38.118327)
370153,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,HOBART,OK,"AAA73651",KIOWA,(580) 726-3324,Acute Care Hospitals,Government - Hospital District or Authority,true,NULL,3,NULL,0,NULL,NULL,5,-1,NULL,NULL,16,0,NULL,1,NULL,0,NULL,POINT (-NULL.09834 35.036829)
524008,MENDOTA MENTAL HEALTH INSTITUTE,301 TROY DR,MADISON,WI,"AAA53704",DANE,(608) 301-1000,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-89.396759 43.134545)
370227,ST JOHN OWASSO,12451 EAST 100TH STREET NORTH,OWASSO,OK,"AAA74055",TULSA,(918) 274-5100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,0,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-95.835066 36.298803)
161330,AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC AVENUE,AUDUBON,IA,"AAA50025",AUDUBON,(712) 563-2611,Critical Access Hospitals,Government - Local,true,NULL,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,16,NULL,5,NULL,16,POINT (-94.937044 41.715423)
