Utilization Type,State,Labeler Code,Product Code,Package Size,Year,Quarter,Product Name,Suppression Used,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed,Quarter Begin,Quarter Begin Date,Latitude,Longitude,Location,NDC
MCOU,NJ,00378,7155,01,2019,3,BUDESONIDE,false,"1,794",20,"4,268.69","2,880.47","1,388.22",7/1,07/01/2019,41.1289,-98.2883,POINT (-98.2883 41.1289),00378715501
MCOU,MI,50383,0740,16,2019,1,ALBUTEROL,false,"200,796.25","1,479","6,799.84","6,799.84",0,1/1,01/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),50383074016
FFSU,OK,00487,9901,30,2019,1,ALBUTEROL,false,"3,207.7",114,"1,616.75","1,616.75",0,1/1,01/01/2019,42.1497,-74.9384,POINT (-74.9384 42.1497),00487990130
MCOU,IA,00173,0696,00,2019,3,ADVAIR DIS,false,"42,900",715,"269,604.91","269,604.91",0,7/1,07/01/2019,21.1098,-157.5311,POINT (-157.5311 21.1098),00173069600
MCOU,WA,59310,0202,12,2019,1,QVAR INHAL,false,165.3,19,"3,147.88","2,347.53",800.35,1/1,01/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),59310020212
FFSU,MD,00591,3797,60,2019,1,ALBUTEROL,false,"6,144",42,825.89,817.89,8,1/1,01/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),00591379760
FFSU,SC,76204,0200,30,2019,2,ALBUTEROL,false,"8,910",52,536.59,536.59,0,4/1,04/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),76204020030
FFSU,NC,00487,9501,60,2019,1,ALBUTEROL,false,"775,635.25","3,618","64,168.52","63,562.51",606.01,1/1,01/01/2019,32.7673,-89.6812,POINT (-89.6812 32.7673),00487950160
FFSU,CO,00186,0370,28,2019,2,SYMBICORT,false,192,28,"6,439.08","6,439.08",0,4/1,04/01/2019,36.17,-119.7462,POINT (-119.7462 36.17),00186037028
MCOU,OH,00173,0716,20,2019,2,ADVAIR HFA,false,"7,668",633,"245,315.51","239,885.2","5,430.31",4/1,04/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),00173071620
MCOU,NY,00487,9501,25,2019,2,ALBUTEROL,false,"5,342,048.401","38,639","277,082.36","179,550.13","97,532.23",4/1,04/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00487950125
MCOU,NY,00487,9601,01,2019,3,BUDESONIDE,false,"1,200",13,"2,135.96","2,135.96",0,7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00487960101
FFSU,CO,00173,0718,20,2019,2,FLOVENT HF,false,"60,928.8","5,114","1,089,501.41","1,059,965.13","29,536.28",4/1,04/01/2019,36.17,-119.7462,POINT (-119.7462 36.17),00173071820
FFSU,MA,00173,0882,10,2019,1,BREO ELLIP,false,"28,260",467,"160,455.43","149,796.47","10,658.96",1/1,01/01/2019,31.1801,-91.8749,POINT (-91.8749 31.1801),00173088210
MCOU,XX,00597,0087,17,2019,2,ATROVENT 1,false,"491,409.908","37,152","14,391,346.21","14,289,883.59","101,462.62",4/1,04/01/2019,,,,00597008717
MCOU,SC,00186,0370,20,2019,3,SYMBICORT,false,"15,738.6","1,538","503,878.6","503,878.6",0,7/1,07/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),00186037020
MCOU,TX,60505,6129,02,2019,1,BUDESONIDE,false,83.72,54,679.56,679.56,0,1/1,01/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),60505612902
FFSU,RI,00173,0682,20,2019,2,VENTOLIN H,false,918,51,"2,850.39","1,573.58","1,276.81",4/1,04/01/2019,44.5672,-122.1269,POINT (-122.1269 44.5672),00173068220
FFSU,LA,50383,0741,20,2019,2,ALBUTEROL,false,520,19,846.46,794.37,52.09,4/1,04/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),50383074120
MCOU,WA,59310,0579,22,2019,1,PROAIR HFA,false,"703,655.5","80,624","5,023,747.28","4,999,834.96","23,912.32",1/1,01/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),59310057922
FFSU,NC,63402,0510,01,2019,2,XOPENEX HF,false,"1,650",99,"6,967.04","6,843.99",123.05,4/1,04/01/2019,32.7673,-89.6812,POINT (-89.6812 32.7673),63402051001
FFSU,OK,00378,8270,52,2019,3,ALBUTEROL,false,"103,444",721,"11,947.81","10,772.62","1,175.19",7/1,07/01/2019,42.1497,-74.9384,POINT (-74.9384 42.1497),00378827052
MCOU,OR,59310,0304,80,2019,1,QVAR BA IN,false,"37,596.3","3,531","834,833.52","834,254.92",578.6,1/1,01/01/2019,40.3736,-82.7755,POINT (-82.7755 40.3736),59310030480
MCOU,TX,00173,0720,20,2019,3,FLOVENT HF,false,"21,996","1,806","700,847.57","685,800.36","15,047.21",7/1,07/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),00173072020
FFSU,XX,00378,8270,52,2019,3,ALBUTEROL,false,"5,869,953.119","36,159","565,496.52","514,373.28","51,123.24",7/1,07/01/2019,,,,00378827052
FFSU,GA,65162,0891,29,2019,2,MOMETASONE,false,"1,632",96,"5,217.32","4,740.27",477.05,4/1,04/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),65162089129
MCOU,MS,76204,0200,25,2019,2,ALBUTEROL,false,"209,430","1,627","26,112.37","25,551.37",561,4/1,04/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),76204020025
MCOU,NE,00487,9904,25,2019,2,Albuterol,false,"4,598.98",57,"1,365.77","1,327.54",38.23,4/1,04/01/2019,35.6411,-79.8431,POINT (-79.8431 35.6411),00487990425
MCOU,MS,00713,0726,37,2019,1,MOMETASONE,false,"19,410",432,"13,398.95","13,329.95",69,1/1,01/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),00713072637
FFSU,LA,69097,0321,87,2019,2,BUDESONIDE,false,"1,560",20,"6,219.41","5,574.03",645.38,4/1,04/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),69097032187
FFSU,CA,00186,0370,28,2019,2,SYMBICORT,false,109.6,17,"4,242.04","4,242.04",0,4/1,04/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00186037028
FFSU,VT,00378,6992,52,2019,3,ALBUTEROL,false,"4,200",38,935.17,935.17,0,7/1,07/01/2019,31.106,-97.6475,POINT (-97.6475 31.106),00378699252
MCOU,DC,00173,0719,20,2019,3,FLOVENT HF,false,"31,284","2,600","644,159.11","640,492.99","3,666.12",7/1,07/01/2019,41.5834,-72.7622,POINT (-72.7622 41.5834),00173071920
MCOU,MS,00591,3797,83,2019,3,ALBUTEROL,false,"20,340",188,"2,872.61","2,812.61",60,7/1,07/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),00591379783
MCOU,CA,00713,0701,53,2019,2,MOMETASONE,false,"1,170",21,643.63,643.63,0,4/1,04/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00713070153
MCOU,MD,00713,0727,15,2019,2,MOMETASONE,false,"1,170",31,259.7,258.7,1,4/1,04/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),00713072715
MCOU,XX,00115,1470,46,2019,1,MOMETASONE,false,"9,150",198,"2,833.01","2,833.01",0,1/1,01/01/2019,,,,00115147046
FFSU,NY,45802,0119,37,2019,3,MOMETASONE,false,255,17,193.64,193.64,0,7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),45802011937
FFSU,AK,00173,0719,20,2019,2,FLOVENT HF,false,"4,044",334,"81,477.42","77,258.94","4,218.48",4/1,04/01/2019,61.385,-152.2683,POINT (-152.2683 61.385),00173071920
MCOU,NE,00487,9501,25,2019,3,ALBUTEROL,false,"55,767.213",484,"4,463.82","4,426.38",37.44,7/1,07/01/2019,35.6411,-79.8431,POINT (-79.8431 35.6411),00487950125
MCOU,IA,00173,0695,00,2019,2,ADVAIR DIS,false,"19,620",327,"97,525.57","97,525.57",0,4/1,04/01/2019,21.1098,-157.5311,POINT (-157.5311 21.1098),00173069500
MCOU,NJ,00168,0271,46,2019,2,Mometasone,false,"1,395",33,277.41,277.41,0,4/1,04/01/2019,41.1289,-98.2883,POINT (-98.2883 41.1289),00168027146
MCOU,MA,00487,9904,01,2019,3,ALBUTEROL,false,"1,440",15,276,268.7,7.3,7/1,07/01/2019,31.1801,-91.8749,POINT (-91.8749 31.1801),00487990401
FFSU,ME,00173,0716,20,2019,2,ADVAIR HFA,false,"14,592","1,208","471,648.82","460,301.57","11,347.25",4/1,04/01/2019,39.0724,-76.7902,POINT (-76.7902 39.0724),00173071620
MCOU,TX,00173,0697,00,2019,2,ADVAIR 500,false,"156,061","2,565","1,309,018.68","1,301,603.02","7,415.66",4/1,04/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),00173069700
MCOU,NH,00781,7516,87,2019,2,BUDESONIDE,false,"7,080",77,"12,899.21","12,899.21",0,4/1,04/01/2019,47.5362,-99.793,POINT (-99.793 47.5362),00781751687
MCOU,NY,69543,0290,10,2019,3,ALBUTEROL,false,"4,810",61,"10,326.85","10,326.85",0,7/1,07/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),69543029010
MCOU,KY,00173,0859,10,2019,1,BREO ELLIP,false,"518,821","8,656","3,055,937.02","3,038,055.87","17,881.15",1/1,01/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),00173085910
MCOU,HI,00487,9501,01,2019,3,ALBUTEROL,false,"6,062",141,457.02,457.02,0,7/1,07/01/2019,32.9866,-83.6487,POINT (-83.6487 32.9866),00487950101
MCOU,OH,66993,0019,68,2019,1,Albuterol,false,"1,219,207.7","65,944","3,159,018.57","3,150,695.86","8,322.71",1/1,01/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),66993001968
FFSU,GA,00093,6816,73,2019,3,BUDESONIDE,false,"19,560",208,"20,304.83","19,870.26",434.57,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00093681673
MCOU,WA,00487,9501,03,2019,2,ALBUTEROL,false,"64,979.2",752,"3,518.25","3,512.99",5.26,4/1,04/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),00487950103
FFSU,XX,00713,0634,15,2019,3,MOMETASONE,false,"47,615","1,733","43,733.55","42,989.42",744.13,7/1,07/01/2019,,,,00713063415
MCOU,CO,00186,0372,20,2019,1,SYMBICORT,false,948.6,91,"28,105.32","28,105.32",0,1/1,01/01/2019,36.17,-119.7462,POINT (-119.7462 36.17),00186037220
FFSU,MA,00093,3174,31,2019,3,ALBUTEROL,false,"7,956",829,"34,840.52","16,310.71","18,529.81",7/1,07/01/2019,31.1801,-91.8749,POINT (-91.8749 31.1801),00093317431
FFSU,WY,00487,9501,60,2019,1,ALBUTEROL,false,"33,791",166,"1,201.65","1,201.65",0,1/1,01/01/2019,44.0407,-72.7093,POINT (-72.7093 44.0407),00487950160
MCOU,UT,00093,3174,31,2019,1,ALBUTEROL,false,"1,183",134,"5,799.84","5,426.09",373.75,1/1,01/01/2019,44.2853,-99.4632,POINT (-99.4632 44.2853),00093317431
FFSU,MT,00487,9501,01,2019,3,ALBUTEROL,false,"1,270",103,560.14,453.62,106.52,7/1,07/01/2019,14.8058,145.5505,POINT (145.5505 14.8058),00487950101
FFSU,XX,64980,0443,01,2019,1,ALBUTEROL,false,"3,568",41,"12,436.91","12,239.47",197.44,1/1,01/01/2019,,,,64980044301
MCOU,DC,00186,0372,20,2019,2,SYMBICORT,false,836.4,82,"24,640.53","24,380.09",260.44,4/1,04/01/2019,41.5834,-72.7622,POINT (-72.7622 41.5834),00186037220
MCOU,DE,00713,0726,15,2019,2,Mometasone,false,"4,350",143,103.64,0,103.64,4/1,04/01/2019,38.8964,-77.0262,POINT (-77.0262 38.8964),00713072615
MCOU,VA,00781,6355,87,2019,1,MOMETASONE,false,"1,598",93,"9,164.28","9,131.62",32.66,1/1,01/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),00781635587
MCOU,NY,00487,9701,01,2019,2,BUDESONIDE,false,"1,854",29,"3,928.53","3,716.8",211.73,4/1,04/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00487970101
MCOU,KY,00378,6991,52,2019,2,ALBUTEROL,false,"188,701.286","1,466","47,098.61","46,897.09",201.52,4/1,04/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),00378699152
FFSU,OK,76204,0200,60,2019,3,ALBUTEROL,false,"285,430","1,179","27,085.36","21,287.95","5,797.41",7/1,07/01/2019,42.1497,-74.9384,POINT (-74.9384 42.1497),76204020060
MCOU,LA,68462,0225,55,2019,1,MOMETASONE,false,"4,950",105,"1,515.3","1,505.86",9.44,1/1,01/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),68462022555
MCOU,FL,76204,0200,25,2019,2,ALBUTEROL,false,"790,127.01","5,428","44,798.88","44,665.72",133.16,4/1,04/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),76204020025
MCOU,NV,00591,3797,83,2019,1,ALBUTEROL,false,"13,716",147,"1,237.86","1,237.86",0,1/1,01/01/2019,40.314,-74.5089,POINT (-74.5089 40.314),00591379783
FFSU,CA,45802,0119,37,2019,1,MOMETASONE,false,900,37,584.12,581.75,2.37,1/1,01/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),45802011937
FFSU,AL,00093,6815,73,2019,1,BUDESONIDE,false,"1,975",39,"5,012.43","1,302.94","3,709.49",1/1,01/01/2019,32.799,-86.8073,POINT (-86.8073 32.799),00093681573
FFSU,CA,00713,0634,15,2019,3,MOMETASONE,false,"2,430",76,"1,518.93","1,518.93",0,7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00713063415
FFSU,VT,00173,0695,00,2019,1,ADVAIR DIS,false,"8,760",125,"45,496.04","45,496.04",0,1/1,01/01/2019,31.106,-97.6475,POINT (-97.6475 31.106),00173069500
FFSU,MT,00487,9501,60,2019,2,ALBUTEROL,false,"72,843.6",345,"6,256.66","5,873.79",382.87,4/1,04/01/2019,14.8058,145.5505,POINT (145.5505 14.8058),00487950160
FFSU,AK,76204,0200,01,2019,3,ALBUTEROL,false,17.5,12,1.18,1.18,0,7/1,07/01/2019,61.385,-152.2683,POINT (-152.2683 61.385),76204020001
FFSU,MI,00597,0087,17,2019,1,ATROVENT H,false,"2,670.3",194,"71,145.01","66,658.29","4,486.72",1/1,01/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),00597008717
FFSU,AL,00713,0634,15,2019,2,MOMETASONE,false,"7,695",282,"7,131.69","6,765.13",366.56,4/1,04/01/2019,32.799,-86.8073,POINT (-86.8073 32.799),00713063415
FFSU,MT,00378,8270,91,2019,1,ALBUTEROL,false,"9,227",72,"1,419.29","1,419.29",0,1/1,01/01/2019,14.8058,145.5505,POINT (145.5505 14.8058),00378827091
FFSU,MO,00713,0727,37,2019,2,MOMETASONE,false,"16,200",335,"9,729.78","9,716.75",13.03,4/1,04/01/2019,45.7326,-93.9196,POINT (-93.9196 45.7326),00713072737
MCOU,OH,68462,0225,17,2019,1,Mometasone,false,"8,970",265,"6,729","6,709.96",19.04,1/1,01/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),68462022517
FFSU,GA,69097,0321,87,2019,3,BUDESONIDE,false,"3,720",58,"18,260.41","18,260.41",0,7/1,07/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),69097032187
FFSU,MD,00173,0716,20,2019,3,ADVAIR HFA,false,564,47,"18,247.4","16,466.72","1,780.68",7/1,07/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),00173071620
MCOU,NY,00173,0718,20,2019,1,FLOVENT HF,false,"275,655.8","25,510","4,775,379.36","4,773,946.4","1,432.96",1/1,01/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00173071820
MCOU,VA,59310,0202,12,2019,1,QVAR,false,139.2,16,"2,714.2","2,603.88",110.32,1/1,01/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),59310020212
FFSU,NY,00472,0825,16,2019,1,ALBUTEROL,false,"10,714",50,758.2,685.18,73.02,1/1,01/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),00472082516
FFSU,NV,00487,9904,25,2019,3,Albuterol,false,"3,607.2",21,957.12,957.12,0,7/1,07/01/2019,40.314,-74.5089,POINT (-74.5089 40.314),00487990425
FFSU,WY,00173,0716,20,2019,1,ADVAIR HFA,false,"1,068",89,"33,767.31","32,432.48","1,334.83",1/1,01/01/2019,44.0407,-72.7093,POINT (-72.7093 44.0407),00173071620
FFSU,ID,00173,0720,20,2019,1,FLOVENT HF,false,"5,568",463,"177,831.62","174,298.16","3,533.46",1/1,01/01/2019,42.0046,-93.214,POINT (-93.214 42.0046),00173072020
FFSU,DC,60505,0830,01,2019,2,MOMETASONE,false,340,20,"1,133.38","1,113.38",20,4/1,04/01/2019,41.5834,-72.7622,POINT (-72.7622 41.5834),60505083001
FFSU,CA,60505,0830,01,2019,3,MOMETASONE,false,"4,274",249,"14,372.73","14,182.63",190.1,7/1,07/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),60505083001
FFSU,WV,00472,0825,16,2019,2,ALBUTEROL,false,"22,837",190,"2,117.09","2,115.27",1.82,4/1,04/01/2019,18.0001,-64.8199,POINT (-64.8199 18.0001),00472082516
FFSU,MS,00173,0718,20,2019,1,FLOVENT HF,false,837.4,79,"15,046.7","13,549.59","1,497.11",1/1,01/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),00173071820
MCOU,MS,00378,6992,52,2019,1,ALBUTEROL,false,"227,934","1,782","67,737.63","67,593.63",144,1/1,01/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),00378699252
MCOU,OR,76204,0200,30,2019,2,ALBUTEROL,false,"47,937",266,"2,830.76","2,743.93",86.83,4/1,04/01/2019,40.3736,-82.7755,POINT (-82.7755 40.3736),76204020030
MCOU,NJ,00173,0696,00,2019,3,ADVAIR DIS,false,"17,400",262,"34,301.81","16,748.12","17,553.69",7/1,07/01/2019,41.1289,-98.2883,POINT (-98.2883 41.1289),00173069600
MCOU,PA,00781,7515,87,2019,2,BUDESONIDE,false,"25,560",279,"34,945.45","33,032.64","1,912.81",4/1,04/01/2019,35.5376,-96.9247,POINT (-96.9247 35.5376),00781751587
MCOU,PA,00093,6817,73,2019,1,BUDESONIDE,false,"23,150",285,"113,673.34","96,952.78","16,720.56",1/1,01/01/2019,35.5376,-96.9247,POINT (-96.9247 35.5376),00093681773
FFSU,KY,00487,9901,30,2019,2,ALBUTEROL,false,71.2,21,67.18,67.18,0,4/1,04/01/2019,38.5111,-96.8005,POINT (-96.8005 38.5111),00487990130
MCOU,OH,00173,0682,24,2019,2,VENTOLIN H,false,410,65,"1,173.63","1,173.63",0,4/1,04/01/2019,38.4199,-117.1219,POINT (-117.1219 38.4199),00173068224
MCOU,WA,00487,9601,01,2019,1,Budesonide,false,"2,580",35,"3,401.11","3,401.11",0,1/1,01/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),00487960101
FFSU,TN,00487,9901,30,2019,3,ALBUTEROL,false,"1,908.6",51,"1,021.63","1,021.63",0,7/1,07/01/2019,41.6772,-71.5101,POINT (-71.5101 41.6772),00487990130
FFSU,ID,60505,0830,01,2019,1,MOMETASONE,false,"1,207",71,"4,901.04","4,746.64",154.4,1/1,01/01/2019,42.0046,-93.214,POINT (-93.214 42.0046),60505083001
FFSU,WI,76204,0200,25,2019,1,ALBUTEROL,false,"550,135.2","4,364","59,104.41","57,424.74","1,679.67",1/1,01/01/2019,37.768,-78.2057,POINT (-78.2057 37.768),76204020025
MCOU,AZ,00173,0602,02,2019,1,FLOVENT DI,false,"1,288",22,"3,500.96","3,110.04",390.92,1/1,01/01/2019,14.2417,-170.7197,POINT (-170.7197 14.2417),00173060202
FFSU,CO,00487,9904,01,2019,1,ALBUTEROL,false,"27,534.07",200,"7,925.58","7,856.58",69,1/1,01/01/2019,36.17,-119.7462,POINT (-119.7462 36.17),00487990401
MCOU,MA,00713,0634,15,2019,1,MOMETASONE,false,"2,820",83,"1,308.1","1,198.6",109.5,1/1,01/01/2019,31.1801,-91.8749,POINT (-91.8749 31.1801),00713063415
FFSU,VT,00186,0370,20,2019,2,Symbicort,false,"11,271",843,"368,088.03","367,174.08",913.95,4/1,04/01/2019,31.106,-97.6475,POINT (-97.6475 31.106),00186037020
FFSU,FL,76204,0200,25,2019,1,ALBUTEROL,false,"149,817.652",900,"13,703.96","13,687.09",16.87,1/1,01/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),76204020025
MCOU,MI,00173,0696,00,2019,1,ADVAIR DIS,false,"17,520",286,"112,476.45","112,476.45",0,1/1,01/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),00173069600
FFSU,CA,59310,0302,40,2019,2,QVAR BA IN,false,"51,108.6","4,965","871,741.39","864,126.66","7,614.73",4/1,04/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),59310030240
MCOU,IN,00574,9855,10,2019,2,Budesonide,false,"3,053",38,"11,914.3","11,775.32",138.98,4/1,04/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),00574985510
MCOU,LA,00093,6816,73,2019,3,BUDESONIDE,false,"54,396",654,"75,419.26","71,417.95","4,001.31",7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),00093681673
FFSU,UT,00487,9501,25,2019,2,ALBUTEROL,false,"20,616",168,"1,975.7","1,965.98",9.72,4/1,04/01/2019,44.2853,-99.4632,POINT (-99.4632 44.2853),00487950125
MCOU,KS,00378,8270,52,2019,2,ALBUTEROL,false,"63,430.211",372,"6,426.18","5,985.85",440.33,4/1,04/01/2019,39.8647,-86.2604,POINT (-86.2604 39.8647),00378827052
FFSU,MS,76204,0200,30,2019,3,ALBUTEROL,false,"8,820",62,914.91,869.83,45.08,7/1,07/01/2019,38.4623,-92.302,POINT (-92.302 38.4623),76204020030
MCOU,HI,00173,0718,20,2019,3,FLOVENT HF,false,"8,586",809,"145,530.79","145,530.79",0,7/1,07/01/2019,32.9866,-83.6487,POINT (-83.6487 32.9866),00173071820
MCOU,TX,60505,6129,02,2019,3,BUDESONIDE,false,68.29,46,613.1,613.1,0,7/1,07/01/2019,33.8191,-80.9066,POINT (-80.9066 33.8191),60505612902
FFSU,SC,60505,0830,01,2019,1,MOMETASONE,false,"1,190",70,"7,887.66","7,559.3",328.36,1/1,01/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),60505083001
FFSU,GA,00173,0882,10,2019,2,BREO ELLIP,false,"4,080",68,"22,756.2","22,221.69",534.51,4/1,04/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00173088210
MCOU,MI,00487,9901,30,2019,1,ALBUTEROL,false,"7,307.2",194,"4,420.13","4,384.85",35.28,1/1,01/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),00487990130
MCOU,SC,00173,0602,02,2019,3,FLOVENT DI,false,"5,640",94,"16,657.56","16,657.56",0,7/1,07/01/2019,40.5773,-77.264,POINT (-77.264 40.5773),00173060202
FFSU,FL,68462,0225,55,2019,2,MOMETASONE,false,810,15,313.27,313.27,0,4/1,04/01/2019,39.3498,-75.5148,POINT (-75.5148 39.3498),68462022555
MCOU,IL,00173,0859,10,2019,3,BREO ELLIP,false,"39,600",610,"232,988.44","232,044.91",943.53,7/1,07/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),00173085910
FFSU,NY,65162,0778,10,2019,1,BUDESONIDE,false,"1,500",17,"3,341.26","2,762.53",578.73,1/1,01/01/2019,34.8375,-106.2371,POINT (-106.2371 34.8375),65162077810
MCOU,NV,60505,0830,01,2019,3,MOMETASONE,false,"4,920",41,"5,596.88","5,596.88",0,7/1,07/01/2019,40.314,-74.5089,POINT (-74.5089 40.314),60505083001
MCOU,IA,68462,0225,55,2019,2,Mometasone,false,"2,700",52,469.04,469.04,0,4/1,04/01/2019,21.1098,-157.5311,POINT (-157.5311 21.1098),68462022555
MCOU,CA,00173,0882,14,2019,2,BREO ELLIP,false,"2,301",86,"12,801.62","12,801.62",0,4/1,04/01/2019,33.7712,-111.3877,POINT (-111.3877 33.7712),00173088214
MCOU,WA,00093,6815,73,2019,1,BUDESONIDE,false,"13,500",177,"13,720.69","12,562.34","1,158.35",1/1,01/01/2019,40.1135,-111.8535,POINT (-111.8535 40.1135),00093681573
FFSU,CO,65162,0891,29,2019,2,MOMETASONE,false,323,17,840.19,721.75,118.44,4/1,04/01/2019,36.17,-119.7462,POINT (-119.7462 36.17),65162089129
MCOU,MI,00186,0370,28,2019,3,SYMBICORT,false,348,58,"13,433","13,433",0,7/1,07/01/2019,44.6074,-69.3977,POINT (-69.3977 44.6074),00186037028
MCOU,LA,00173,0695,00,2019,3,ADVAIR DIS,false,"53,040",854,"282,203.66","279,796.27","2,407.39",7/1,07/01/2019,37.669,-84.6514,POINT (-84.6514 37.669),00173069500
FFSU,GA,00173,0717,20,2019,2,ADVAIR HFA,false,996,83,"42,048.07","40,920.6","1,127.47",4/1,04/01/2019,27.8333,-81.717,POINT (-81.717 27.8333),00173071720
MCOU,VA,00173,0600,02,2019,3,FLOVENT DI,false,"4,080",62,"11,967.43","11,793.59",173.84,7/1,07/01/2019,35.7449,-86.7489,POINT (-86.7489 35.7449),00173060002
FFSU,IN,00173,0859,10,2019,3,BREO ELLIP,false,"1,320",22,"7,652.04","7,616.04",36,7/1,07/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),00173085910
FFSU,VT,00173,0682,20,2019,2,VENTOLIN H,false,"2,214",94,"6,167.49","6,167.49",0,4/1,04/01/2019,31.106,-97.6475,POINT (-97.6475 31.106),00173068220
FFSU,IL,68462,0225,55,2019,1,Mometasone,false,"1,395",30,437.45,417.05,20.4,1/1,01/01/2019,44.2394,-114.5103,POINT (-114.5103 44.2394),68462022555
MCOU,IN,00487,9501,03,2019,1,ALBUTEROL,false,"111,001.8",690,"9,832.89","9,243.33",589.56,1/1,01/01/2019,40.3363,-89.0022,POINT (-89.0022 40.3363),00487950103
FFSU,OK,63402,0510,01,2019,3,XOPENEX HF,false,"2,505",140,"12,503.72","12,343.72",160,7/1,07/01/2019,42.1497,-74.9384,POINT (-74.9384 42.1497),63402051001
FFSU,MD,50383,0741,20,2019,3,ALBUTEROL,false,"1,124",25,"2,166.16","2,157.16",9,7/1,07/01/2019,42.2373,-71.5314,POINT (-71.5314 42.2373),50383074120
FFSU,MA,00173,0695,00,2019,3,ADVAIR 100,false,"18,540",303,"95,440.46","88,562.7","6,877.76",7/1,07/01/2019,31.1801,-91.8749,POINT (-91.8749 31.1801),00173069500
FFSU,WI,00173,0716,20,2019,1,ADVAIR HFA,false,"3,432",286,"113,893.63","97,937.03","15,956.6",1/1,01/01/2019,37.768,-78.2057,POINT (-78.2057 37.768),00173071620
FFSU,XX,53489,0177,01,2019,3,ALBUTEROL,false,"2,901",46,"8,887.95","8,511.16",376.79,7/1,07/01/2019,,,,53489017701
MCOU,AZ,00472,0825,16,2019,2,ALBUTEROL,false,"20,780",159,826.95,826.95,0,4/1,04/01/2019,14.2417,-170.7197,POINT (-170.7197 14.2417),00472082516
FFSU,AK,50383,0741,20,2019,2,ALBUTEROL,false,280,14,627.57,627.57,0,4/1,04/01/2019,61.385,-152.2683,POINT (-152.2683 61.385),50383074120
FFSU,CO,00173,0600,02,2019,1,FLOVENT DI,false,"6,180",81,"17,788.97","17,548.01",240.96,1/1,01/01/2019,36.17,-119.7462,POINT (-119.7462 36.17),00173060002
FFSU,NV,50383,0741,20,2019,2,ALBUTEROL,false,404.2,14,635.82,635.82,0,4/1,04/01/2019,40.314,-74.5089,POINT (-74.5089 40.314),50383074120
